Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,PCA1,PCA2,Cluster
708,708,mushrooms raw,15,0.2,0.052,0.0,0.1,2.3,1.4,2.2,0.7,0.0,0.053,64.7,0.0,0.05,0.093,0.0,0.3,2.5,1.0,0.025,1.5,0.005,0.026,0.0,2.1,0.2,0.4,6.3,0.042,60.2,222.6,0.061,0.4,9.4,-0.9232470998402439,-0.13691392593344276,1
709,709,portabella mushrooms grilled,35,0.7,0.023,0.021,0.3,5.4,2.7,4.0,2.7,0.0,0.047,109.7,0.0,0.0,0.07,0.04,0.0,0.5,7.6,1.5,0.1,0.0,0.093,0.0,0.0,3.6,0.5,0.5,15.7,0.012,163.4,528.8,0.074,13.4,-0.6073311838089238,-0.2953438924170291,1
710,710,maitake mushrooms,0,0.017,0.011,0.059,0.022,0.072,0.043,0.016,0.041,0.0,0.059,1.0,0.0,0.0,0.003,0.064,0.0,0.003,0.03,0.026,0.08,0.0,0.042,0.034,0.0,0.063,0.013,0.088,0.1,0.082,0.8,2.2,0.035,0.374,-1.4399346834207505,0.17111234137664327,1
711,711,shiitake mushrooms dried,11,0.061,0.014,0.004,0.058,2.7,0.046,0.3,0.4,0.0,0.086,0.3,0.0,0.039,0.094,0.0,0.063,0.5,0.8,0.042,0.1,0.056,0.0,0.0,0.4,0.2,0.022,4.8,0.051,10.6,55.2,0.091,0.3,4.01,-1.2434977762238626,0.07300186833540766,1
712,712,chanterelle mushrooms,2,0.063,0.0,0.0,0.0,0.4,0.076,0.033,0.2,0.0,0.028,4.9,0.0,0.0,0.002,0.077,0.0,0.052,0.2,0.083,0.01,0.0,0.048,0.0,0.0,0.8,0.067,0.2,0.7,0.024,3.1,27.3,0.064,0.757,-1.4147788828097403,0.14914112538063817,1
713,713,cloud ear fungus dried,80,0.2,0.0,0.0,0.0,20.4,0.0,2.6,19.6,0.0,0.036,4.1,0.0,0.097,0.038,0.0,0.2,1.8,0.1,0.099,0.0,0.0,0.0,0.0,44.5,0.022,1.6,23.2,0.5,51.5,211.1,0.089,0.4,88.9,1.4149185361365197,-1.7783953811970143,1
714,714,mushrooms cooked,44,0.7,0.05,0.004,0.3,8.3,3.7,3.4,3.4,0.0,0.011,142.1,0.0,0.0,0.1,0.016,0.0,0.5,7.0,3.4,0.1,6.2,0.043,0.091,0.0,9.4,0.8,2.7,18.7,0.2,135.7,555.4,0.05,16.7,-0.505855344749307,-0.38885169258908747,1
715,715,pepeao dried,72,0.1,0.0,0.0,0.0,19.4,0.0,1.2,0.0,0.0,0.072,2.7,0.0,0.0,0.2,0.091,0.0,0.056,0.7,5.2,0.2,0.3,0.0,0.0,0.0,27.1,1.2,1.5,35.0,0.3,27.8,169.9,0.022,22.1,-0.9062428710424,0.09180206758022881,1
716,716,truffles,61,4.1,2.2,1.5,0.1,5.4,4.6,0.7,0.3,6.4,0.034,1.6,0.064,0.049,0.082,0.061,0.028,0.086,0.013,0.045,0.019,0.0,0.2,0.082,18.8,0.005,0.2,5.8,0.09,20.5,35.6,0.032,0.2,29.59,-0.9174749547239296,0.25176898157483263,1
717,717,jews ear,25,0.095,0.0,0.0,0.0,6.7,0.0,0.5,0.0,0.0,0.027,91.7,0.0,0.002,0.009,0.0,0.2,0.012,2.0,0.082,0.6,0.0,0.0,0.0,15.8,0.4,0.6,24.8,0.04,13.9,42.6,0.034,0.7,24.249,-1.0341801957248862,0.0030459678840551933,1
718,718,enoki mushrooms,1,0.099,0.027,0.0,0.01,0.2,0.034,0.062,0.089,0.0,0.084,2.7,0.0,0.0,0.087,0.031,0.0,0.021,0.2,0.0,0.095,0.0,0.072,0.088,0.0,0.0,0.099,0.034,0.5,0.015,3.2,10.8,0.096,0.433,-1.430109004448928,0.16061134939470528,1
719,719,morel mushrooms,4,0.07,0.056,0.031,0.007,0.7,0.096,0.4,0.4,0.0,0.08,11.6,0.0,0.0,0.062,0.074,0.0,0.008,0.3,0.028,0.055,0.0,0.005,0.0,0.0,5.5,0.056,1.6,2.5,0.06,25.0,53.0,0.069,1.727,-1.3337354489777724,0.1074464343152014,1
720,720,portabella mushrooms raw,19,0.3,0.036,0.016,0.1,3.3,2.2,1.8,1.1,0.0,0.014,79.8,0.0,0.064,0.075,0.06,0.1,3.9,1.0,0.1,0.0,0.08,0.049,0.0,2.6,0.2,0.3,0.0,0.092,92.9,313.0,0.015,0.5,9.4,-0.8413025345358955,-0.20305460511067383,1
721,721,oyster mushroom,5,0.035,0.016,0.039,0.099,0.9,0.2,0.5,0.3,0.0,0.098,13.4,0.0,0.0,0.016,0.017,0.0,0.077,0.7,0.2,0.056,0.0,0.097,0.0,0.0,0.5,0.008,0.2,2.7,0.055,18.0,63.0,0.048,1.804,-1.3443687994842717,0.12607516376500189,1
